StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q4,Q5,Q12,Q14,Q16,Q25,mTurkCode,FL_2_DO
2018-07-25 00:18:00,2018-07-25 03:04:30,IP Address,122.178.39.90,100,9989,True,2018-07-25 03:04:30,R_Zxkb58UWX1zk1pv,,,,,11.649993896484,78.166687011719,anonymous,EN,39.23,57.836,59.95,2,5,-99,Beautiful,Rome,Gaius won the battle,No,8803072,Introduction:Control
2018-07-25 07:37:08,2018-07-25 07:40:09,IP Address,24.74.136.196,100,181,True,2018-07-25 07:40:10,R_qVjgUuGmGmCPKlb,,,,,35.403396606445,-80.861099243164,anonymous,EN,88.804,89.805,94.958,2,2,"There were some interesting parts, but I didn't feel like I cared about any of the characters.",Beautiful,Rome,Gaius was killed,No,5722714,Introduction:Control
2018-07-25 09:49:51,2018-07-25 09:54:22,IP Address,223.181.254.240,100,271,True,2018-07-25 09:54:23,R_TdT76iBHzjX09fb,,,,,10.992492675781,76.961395263672,anonymous,EN,4.157,107.439,108.972,13,5,its good story,Beautiful,Jerusalem,Gaius traveled in time,Yes,858887,Introduction:4.5Stars
2018-07-25 09:58:12,2018-07-25 10:03:31,IP Address,104.63.94.49,100,318,True,2018-07-25 10:03:32,R_2TtV9wxQcyTIBVG,,,,,42.568206787109,-83.906196594238,anonymous,EN,0,0,242.924,0,3,"I think it was a little odd but at the very least it had some flow and reason to the narrative - it was just oddly worded and a little hard to be believable. ",Beautiful,Rome,Gaius was killed,No,7867120,Introduction:1Star
2018-07-25 11:44:13,2018-07-25 11:46:54,IP Address,116.72.98.122,100,161,True,2018-07-25 11:46:55,R_3EW4RwXGFhdqUXy,,,,,18.975006103516,72.825805664062,anonymous,EN,70.934,70.934,73.795,1,5,Its a like an epic war story in few paragraphs.,Petrifying,Rome,Gaius was killed,No,4696134,Introduction:Control
2018-07-25 12:05:37,2018-07-25 12:10:28,IP Address,216.187.151.170,100,290,True,2018-07-25 12:10:29,R_1CsEbXzzFO46Ydp,,,,,45.766098022461,-108.57890319824,anonymous,EN,0,0,213.634,0,3,"It was a quick, fun read, but not very well written.",Beautiful,Rome,Gaius was killed,No,1036751,Introduction:1Star
2018-07-25 13:10:24,2018-07-25 13:18:47,IP Address,128.122.236.154,100,502,True,2018-07-25 13:18:47,R_2TRC0KWeetiYVh0,,,,,40.731704711914,-73.988502502441,anonymous,EN,5.465,319.078,366.961,4,3,"It was ok.  ",Beautiful,Rome,Gaius was killed,No,311045,Introduction:4.5Stars
2018-07-25 13:27:39,2018-07-25 13:38:54,IP Address,108.35.153.69,100,675,True,2018-07-25 13:38:55,R_3iqZBVqeBFKLBHo,,,,,40.787094116211,-74.3291015625,anonymous,EN,20.626,407.434,408.859,46,4,"There were a lot of words I didn’t understand, so it wasn’t an easy read for me.",Beautiful,Rome,Gaius was killed,No,9546598,Introduction:Control
2018-07-25 14:11:16,2018-07-25 14:19:15,IP Address,92.234.212.229,100,478,True,2018-07-25 14:19:15,R_3HXt3zh09qXGyqU,,,,,51.533294677734,-0.10000610351562,anonymous,EN,0,0,367.869,0,3,its said,Beautiful,Rome,Gaius was killed,No,6142973,Introduction:1Star
2018-07-25 14:19:54,2018-07-25 14:28:57,IP Address,212.198.234.118,100,543,True,2018-07-25 14:28:57,R_1MY9poyj8Sk4l2E,,,,,48.849304199219,2.3300018310547,anonymous,EN,1.968,385.015,385.064,432,4,"Curious, entertaining, modern",Menacing,Rome,Gaius was killed,No,3470717,Introduction:Control
2018-07-25 14:34:09,2018-07-25 14:48:13,IP Address,107.77.201.114,100,844,True,2018-07-25 14:48:14,R_3iRcl857niAz49U,,,,,32.778701782227,-96.821701049805,anonymous,EN,0,0,739.696,0,5,"I enjoyed the contrast of the past ""real time"" perspective vs the current historical perspective of the same event.",Menacing,Rome,Gaius was killed,No,7583710,Introduction:Control
2018-07-25 15:34:52,2018-07-25 15:41:26,IP Address,38.140.250.114,100,393,True,2018-07-25 15:41:26,R_31jtLWSAl3SGr5s,,,,,40.758804321289,-73.968002319336,anonymous,EN,0,0,276.334,0,2,"I was not very interested in it ",Beautiful,Rome,Gaius was killed,No,5966696,Introduction:Control
2018-07-25 15:40:45,2018-07-25 15:48:58,IP Address,67.243.133.73,100,492,True,2018-07-25 15:48:59,R_2c5cvDJwsSr9g74,,,,,40.800598144531,-73.965301513672,anonymous,EN,0,0,272.045,0,3,"The story didn't ring true. Gaius, a warrior, didn't seem to be be alarmed by the appearance of the ""historian"". As a warrior, he would have been alarmed by everything about the ""historian"".",Beautiful,Rome,Gaius was killed,No,5813315,Introduction:Control
2018-07-25 17:37:50,2018-07-25 17:40:37,IP Address,192.203.201.3,100,166,True,2018-07-25 17:40:37,R_2sbRyI840Vjel98,,,,,44.942199707031,-93.293998718262,anonymous,EN,1.604,26.353,124.451,3,4,"David Drake wrote it better when he did 'Ranks of Bronze'. ",Beautiful,Rome,Gaius was killed,No,8059872,Introduction:Control
2018-07-25 17:55:26,2018-07-25 18:05:41,IP Address,106.154.15.113,100,615,True,2018-07-25 18:05:41,R_RXreUe1jhIW5H8d,,,,,35.684997558594,139.75140380859,anonymous,EN,10.431,293.832,294.556,48,3,"Fun, interesting, and suspenseful ",Beautiful,Rome,Gaius was killed,No,5866366,Introduction:4.5Stars
2018-07-25 23:03:36,2018-07-25 23:12:44,IP Address,160.62.7.250,100,548,True,2018-07-25 23:12:44,R_3I3M5ghjxUzpFOh,,,,,47.558395385742,7.5733032226562,anonymous,EN,0,0,214.713,0,4,not in my favorite style,Beautiful,Rome,Gaius won the battle,No,6525782,Introduction:1Star
2018-07-25 23:20:25,2018-07-25 23:23:49,IP Address,219.90.101.186,100,204,True,2018-07-25 23:23:49,R_D3838DaV3RGj4vD,,,,,18.975006103516,72.825805664062,anonymous,EN,0,0,124.931,0,3,"Good subject but could have made it more interestin. ",Beautiful,Alexandria,Gaius won the battle,No,565879,Introduction:Control
2018-07-25 23:31:00,2018-07-25 23:39:57,IP Address,172.56.30.76,100,537,True,2018-07-25 23:39:58,R_p6EEACpaVG6uDyp,,,,,34.029205322266,-118.15129852295,anonymous,EN,41.305,337.132,344.844,89,4,"Interesting perspective, well told story",Petrifying,Rome,Gaius was killed,No,5807078,Introduction:4.5Stars
2018-07-26 09:17:16,2018-07-26 09:21:45,IP Address,147.75.65.148,100,268,True,2018-07-26 09:21:45,R_2pKy3TJFybnU1fZ,,,,,37.751007080078,-97.821998596191,anonymous,EN,11.508,152.252,160.499,16,4,Creative,Beautiful,Rome,Gaius won the battle,No,2473087,Introduction:4.5Stars
2018-07-26 09:18:33,2018-07-26 09:23:41,IP Address,24.252.216.45,100,308,True,2018-07-26 09:23:42,R_WDqUy4IRjRDWdsB,,,,,33.509201049805,-112.10089874268,anonymous,EN,9.577,174.96,178.829,60,5,"It was fun and creative. I liked the concept of a future where historians can go back and actually watch history unfold. ",Beautiful,Rome,Gaius was killed,No,7521218,Introduction:4.5Stars
2018-07-26 09:40:06,2018-07-26 09:43:42,IP Address,24.47.101.45,100,216,True,2018-07-26 09:43:42,R_3k0b5hF9cZrMze9,,,,,41.078002929688,-74.176399230957,anonymous,EN,4.748,5.661,43.506,2,4,i thought it was interesting and kept my attention.  i felt very focused and part of the story.  it was unique in a way.  i definitely liked it.,Beautiful,Rome,Gaius was killed,No,6681093,Introduction:1Star
2018-07-25 13:32:28,2018-07-26 11:14:05,IP Address,169.234.42.125,100,78097,True,2018-07-26 11:14:06,R_sSGambgeb6E5KKJ,,,,,33.64030456543,-117.76940155029,anonymous,EN,0,0,226.637,0,5,I want to read more! Well written and very intriguing plot line.,Beautiful,Rome,Gaius was killed,No,7682889,Introduction:4.5Stars
2018-07-26 15:34:21,2018-07-26 15:46:26,IP Address,107.77.235.52,100,725,True,2018-07-26 15:46:26,R_1JQTyo8Yvyfpgof,,,,,33.733200073242,-84.202102661133,anonymous,EN,11.716,649.398,650.719,47,1,-99,-99,-99,Gaius was killed,No,8303139,Introduction:Control
2018-07-26 23:12:15,2018-07-26 23:19:36,IP Address,24.127.157.111,100,440,True,2018-07-26 23:19:37,R_3iUacMNsKzDuLDH,,,,,42.692993164062,-83.411796569824,anonymous,EN,4.543,318.417,319.665,56,2,"Cleverly worded, but, not my ""cup of tea.""",Beautiful,Rome,Gaius was killed,No,7495400,Introduction:4.5Stars
2018-07-27 01:36:35,2018-07-27 01:56:59,IP Address,78.159.54.223,100,1223,True,2018-07-27 01:56:59,R_bfIcydzJLckoUWR,,,,,50.433303833008,30.516693115234,anonymous,EN,38.772,1007.038,1008.469,34,6,"brilliantly, great",Beautiful,Rome,Gaius was killed,No,5602266,Introduction:4.5Stars
2018-07-27 07:46:08,2018-07-27 07:50:02,IP Address,162.251.221.196,100,233,True,2018-07-27 07:50:03,R_2WIua2OsCfNcSFR,,,,,36.517105102539,-85.814903259277,anonymous,EN,0,0,170.064,0,4,"I liked the story, but it really did seem like it was something that you knew how it would go as it went on.",Beautiful,Rome,Gaius was killed,No,6672383,Introduction:1Star
2018-07-27 22:55:47,2018-07-27 22:56:24,IP Address,157.50.249.52,100,36,True,2018-07-27 22:56:24,R_1mXitwBBT4jZZlo,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,4.675,0,3,-99,Beautiful,Alexandria,Gaius won the battle,Yes,6755814,Introduction:1Star
2018-07-27 22:56:02,2018-07-27 22:56:44,IP Address,196.18.226.39,100,42,True,2018-07-27 22:56:45,R_3emI2Dzc2HLeXAo,,,,,39.099700927734,-94.578598022461,anonymous,EN,0,0,5.715,0,1,good,Petrifying,Alexandria,Gaius was killed,Yes,1040148,Introduction:4.5Stars
2018-07-27 22:55:59,2018-07-27 22:56:51,IP Address,157.51.124.119,100,52,True,2018-07-27 22:56:52,R_TqrYOjnO1DrcRfX,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,5.932,0,3,nothing,Beautiful,Alexandria,Gaius won the battle,Yes,4965565,Introduction:Control
2018-07-27 22:56:39,2018-07-27 22:57:03,IP Address,157.50.92.38,100,24,True,2018-07-27 22:57:04,R_1rq7WiFRcywjHRp,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,4.733,0,4,-99,Beautiful,Alexandria,Gaius won the battle,Yes,6382012,Introduction:4.5Stars
2018-07-27 22:56:55,2018-07-27 22:57:26,IP Address,150.242.20.156,100,31,True,2018-07-27 22:57:27,R_UteUqW7LZKw8iul,,,,,8.5068969726562,76.956909179688,anonymous,EN,0,0,5.238,0,3,NICE,Epic,Alexandria,Gaius won the battle,Yes,2608989,Introduction:1Star
2018-07-27 22:56:45,2018-07-27 22:57:40,IP Address,117.221.209.80,100,54,True,2018-07-27 22:57:41,R_3dKBkH9krQXbpXC,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,3.879,0,3,crow story,Menacing,Alexandria,Gaius killed the historian,Yes,2418594,Introduction:Control
2018-07-27 22:56:51,2018-07-27 22:57:48,IP Address,108.187.189.223,100,57,True,2018-07-27 22:57:49,R_2rUbtLT14L2qy4C,,,,,34.196502685547,-118.81880187988,anonymous,EN,0,0,14.59,0,4,GOOD,Beautiful,Alexandria,Gaius was killed,Yes,5645861,Introduction:Control
2018-07-27 22:56:57,2018-07-27 22:58:00,IP Address,210.16.84.110,100,63,True,2018-07-27 22:58:01,R_276XQHiUjgT8RG1,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,21.505,0,3,GOOD,Petrifying,Babylon,Gaius was killed,Yes,5184661,Introduction:1Star
2018-07-27 22:57:31,2018-07-27 22:58:02,IP Address,210.16.84.110,100,30,True,2018-07-27 22:58:02,R_2wcyl3hgbzdE9vW,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,3.071,0,3,-99,Beautiful,Babylon,Gaius won the battle,Yes,1224408,Introduction:Control
2018-07-27 22:57:07,2018-07-27 22:58:08,IP Address,210.16.84.110,100,60,True,2018-07-27 22:58:08,R_1DIFYIOquGPppbh,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,4.217,0,5,very nice,Epic,Babylon,Gaius won the battle,Yes,2582902,Introduction:4.5Stars
2018-07-27 22:57:42,2018-07-27 22:58:20,IP Address,210.16.84.110,100,37,True,2018-07-27 22:58:20,R_1NabZW2bF0yoGIK,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,4.796,0,4,very nice,Petrifying,Babylon,Gaius was killed,Yes,5184323,Introduction:4.5Stars
2018-07-27 22:57:18,2018-07-27 22:58:21,IP Address,138.128.18.218,100,63,True,2018-07-27 22:58:22,R_3r1mMVVhlAqdw2y,,,,,34.058395385742,-118.27799987793,anonymous,EN,0,0,4.556,0,3,interested,Beautiful,Alexandria,Gaius won the battle,Yes,3807488,Introduction:1Star
2018-07-27 22:57:54,2018-07-27 22:58:40,IP Address,117.221.131.10,100,45,True,2018-07-27 22:58:40,R_bKs4TKuaU4bgpX3,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,2.315,0,3,good,Petrifying,Alexandria,Gaius won the battle,Yes,8753312,Introduction:Control
2018-07-27 22:57:40,2018-07-27 22:58:44,IP Address,117.196.250.167,100,63,True,2018-07-27 22:58:44,R_Oqm7YdDGC4VehsR,,,,,11.36669921875,76.799987792969,anonymous,EN,0,0,20.647,0,2,nice,Beautiful,Alexandria,Gaius killed the historian,Yes,5326113,Introduction:4.5Stars
2018-07-27 22:57:09,2018-07-27 22:58:53,IP Address,171.49.185.238,100,103,True,2018-07-27 22:58:53,R_3NEb3aco5seeuZM,,,,,13.083297729492,80.283294677734,anonymous,EN,21.119,21.709,44.404,2,-99,-99,-99,-99,-99,-99,4611357,Introduction:Control
2018-07-27 22:55:43,2018-07-27 22:58:56,IP Address,47.149.66.237,100,193,True,2018-07-27 22:58:57,R_3m7To6Ynap3tlnZ,,,,,33.529998779297,-117.10350036621,anonymous,EN,1.637,133.278,137.957,2,4,I liked the beginning but the historian part was not well written.,Beautiful,Rome,Gaius was killed,No,5776357,Introduction:Control
2018-07-27 22:56:00,2018-07-27 22:59:07,IP Address,157.51.74.205,100,186,True,2018-07-27 22:59:07,R_1EiKwKwhTidB7cQ,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,100.364,0,3,"super nature power exists ",Beautiful,Rome,Gaius killed the historian,No,2361776,Introduction:Control
2018-07-27 22:57:18,2018-07-27 22:59:08,IP Address,122.178.156.249,100,110,True,2018-07-27 22:59:08,R_1LItgfyT3X1SUKw,,,,,10.992492675781,76.961395263672,anonymous,EN,11.696,11.696,12.368,1,4,interesting and somewhat believe in this because of the past events,Epic,Alexandria,Gaius traveled in time,No,9706181,Introduction:1Star
2018-07-27 22:57:42,2018-07-27 22:59:14,IP Address,210.16.84.110,100,92,True,2018-07-27 22:59:14,R_22JsM5VjBBVmWeN,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,3.914,0,5,ITS GOOD STORE I REALLY LIKE IT,Epic,Alexandria,Gaius killed the historian,Yes,2401794,Introduction:4.5Stars
2018-07-27 22:58:41,2018-07-27 22:59:20,IP Address,210.16.84.110,100,39,True,2018-07-27 22:59:21,R_rp9FrCIm1HRerG9,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,3.201,0,2,nice,Epic,Alexandria,Gaius killed the historian,Yes,5053665,Introduction:1Star
2018-07-27 22:57:57,2018-07-27 22:59:26,IP Address,122.178.156.249,100,89,True,2018-07-27 22:59:26,R_1jJ0Xf310plBt59,,,,,10.992492675781,76.961395263672,anonymous,EN,0.665,4.185,4.858,5,5,interesting and somewhat believe in this because of the past events,Epic,Alexandria,Gaius traveled in time,No,7244966,Introduction:Control
2018-07-27 22:57:51,2018-07-27 22:59:29,IP Address,157.50.5.176,100,98,True,2018-07-27 22:59:30,R_1M0bh3fUGoukg9C,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,3.967,0,5,"THE IMPRESS ON LIFE MODEL AND SO SWEET ",Beautiful,Rome,Gaius killed the historian,Yes,2997055,Introduction:1Star
2018-07-27 22:59:01,2018-07-27 23:00:00,IP Address,117.221.216.187,100,58,True,2018-07-27 23:00:01,R_33sEPY7oSbcG1c9,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,3.403,0,4,chaild story,Beautiful,Babylon,-99,Yes,4188173,Introduction:1Star
2018-07-27 22:57:16,2018-07-27 23:00:05,IP Address,196.17.224.64,100,169,True,2018-07-27 23:00:05,R_2TFBBAl3X9zQPdB,,,,,39.099700927734,-94.578598022461,anonymous,EN,20.564,29.434,30.29,3,6,"Progress is being made here and there, but the battle to save the largest ... Look at their tusks: some are short, some are long, some are curved, ... “When you spend time with elephants you understand they all have ..... If you'd never seen an elephant, and encountered one, you'd think it ",Epic,Rome,Gaius killed the historian,Yes,6762516,Introduction:1Star
2018-07-27 22:58:35,2018-07-27 23:00:06,IP Address,190.124.31.80,100,90,True,2018-07-27 23:00:07,R_1hVZrDMOPIyOQam,,,,,9.9833068847656,-72.033302307129,anonymous,EN,0,0,4.659,0,4,all good,Epic,Alexandria,Gaius won the battle,No,1942563,Introduction:Control
2018-07-27 22:58:49,2018-07-27 23:00:12,IP Address,210.16.84.110,100,83,True,2018-07-27 23:00:12,R_1ONANgoOpdVqwH1,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,4.159,0,3,GOOD,Beautiful,Jerusalem,Gaius won the battle,Yes,6356475,Introduction:Control
2018-07-27 22:59:03,2018-07-27 23:00:14,IP Address,210.16.84.110,100,70,True,2018-07-27 23:00:14,R_2fj8y57BKSM0QUn,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,3.297,0,5,INTERESTING AND NICE,Epic,Alexandria,Gaius won the battle,Yes,5864803,Introduction:4.5Stars
2018-07-27 22:59:40,2018-07-27 23:00:33,IP Address,210.16.84.110,100,52,True,2018-07-27 23:00:33,R_24HK0Tnnhqw3nKp,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,19.07,0,2,tne very nice,Beautiful,Babylon,Gaius won the battle,Yes,5845021,Introduction:Control
2018-07-27 22:59:13,2018-07-27 23:00:41,IP Address,171.61.237.230,100,87,True,2018-07-27 23:00:41,R_1QsGuA3ppx12TgW,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,35.563,0,-99,-99,-99,-99,-99,-99,5465421,Introduction:1Star
2018-07-27 22:55:37,2018-07-27 23:00:42,IP Address,73.209.168.118,100,305,True,2018-07-27 23:00:42,R_3WNsPctsYj6Xp7z,,,,,41.96369934082,-87.884101867676,anonymous,EN,0,0,248.834,0,3,"I thought the beginning was very slow and boring, but when the historian was introduced, it turned the story around.",Beautiful,Rome,Gaius was killed,No,5981630,Introduction:1Star
2018-07-27 22:57:34,2018-07-27 23:00:44,IP Address,183.83.51.161,100,189,True,2018-07-27 23:00:45,R_3MsNAtCkIbj00qL,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,3.207,0,5,"The stranger looked up for Gaius'sNever mind me, back to the war. Hope to it. Nothing to see here, citizen are clicked to the human body parts of the particular action ",Beautiful,Jerusalem,Gaius won the battle,Yes,1700330,Introduction:Control
2018-07-27 22:56:04,2018-07-27 23:00:47,IP Address,157.49.14.22,100,282,True,2018-07-27 23:00:47,R_2P0X5OwmI1Xar8r,,,,,12.983306884766,77.583312988281,anonymous,EN,8.775,56.371,62.972,17,6,It's about bravery,Epic,Rome,Gaius was killed,No,1440043,Introduction:4.5Stars
2018-07-27 22:59:29,2018-07-27 23:00:50,IP Address,117.206.119.60,100,81,True,2018-07-27 23:00:51,R_1i4GfylVeOYg2Ag,,,,,10.804992675781,78.685607910156,anonymous,EN,3.749,3.749,4.743,1,3,it's very interesting,Epic,Babylon,Gaius killed the historian,Yes,4790807,Introduction:4.5Stars
2018-07-27 22:57:56,2018-07-27 23:01:11,IP Address,210.16.84.110,100,195,True,2018-07-27 23:01:12,R_3RfQyj228jf4aaL,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,3.19,0,2,-99,Petrifying,Babylon,Gaius traveled in time,Yes,8534147,Introduction:4.5Stars
2018-07-27 23:00:42,2018-07-27 23:01:21,IP Address,210.16.84.110,100,38,True,2018-07-27 23:01:22,R_2aQa2FFzQsZey3c,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,2.383,0,6,difficult story,Beautiful,Alexandria,Gaius killed the historian,Yes,5274111,Introduction:1Star
2018-07-27 22:58:04,2018-07-27 23:01:30,IP Address,202.89.79.242,100,206,True,2018-07-27 23:01:30,R_2TYSARA6PZuWFU8,,,,,28.466705322266,77.033294677734,anonymous,EN,0,0,67.11,0,4,It was slow but interesting,Petrifying,Rome,Gaius killed the historian,No,2681545,Introduction:4.5Stars
2018-07-27 22:59:03,2018-07-27 23:01:30,IP Address,117.221.212.49,100,146,True,2018-07-27 23:01:30,R_UWUfUAP6XsKwY9z,,,,,11.350006103516,77.733306884766,anonymous,EN,53.247,86.927,89.035,7,5,very seriously,Beautiful,Rome,Gaius killed the historian,Yes,3280078,Introduction:4.5Stars
2018-07-27 22:55:48,2018-07-27 23:01:36,IP Address,171.99.163.186,100,347,True,2018-07-27 23:01:36,R_1fkok39Edc8XZCL,,,,,13.699996948242,100.46670532227,anonymous,EN,4.864,26.734,267.5,4,4,"I think it was interesting and a unique story overall. The historian added an element of mystery to the story, making me wonder more about him.",Beautiful,Rome,Gaius was killed,No,7142675,Introduction:Control
2018-07-27 22:56:15,2018-07-27 23:01:55,IP Address,196.18.226.27,100,339,True,2018-07-27 23:01:55,R_1DG9CPbJt5HHpsY,,,,,39.099700927734,-94.578598022461,anonymous,EN,0,0,22.375,0,5,good thoughts,Beautiful,Rome,Gaius traveled in time,Yes,5290010,Introduction:1Star
2018-07-27 23:01:17,2018-07-27 23:01:57,IP Address,117.221.139.62,100,39,True,2018-07-27 23:01:57,R_3Rqil4eIRY8Wprn,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,4.764,0,4,chaild,Epic,Alexandria,Gaius won the battle,Yes,2120895,Introduction:1Star
2018-07-27 22:58:07,2018-07-27 23:02:11,IP Address,47.196.125.166,100,244,True,2018-07-27 23:02:12,R_25NLc1U00XxIIEf,,,,,27.900299072266,-82.302398681641,anonymous,EN,0.103,132.933,134.102,53,2,What an interesting idea that was so poorly written. Did he need to give so much Exposition within the first few minutes? I mean I get it's a short story and we don't have an entire book to get through it but there was no mystery left. You just says what he is in the middle of this battle is about to happen? Like who would give him time to speak and stay his business while all of this is happening? It was written by a child Maybe cuz that's the only thing that makes sense.,Beautiful,Rome,Gaius was killed,No,2547732,Introduction:1Star
2018-07-27 22:56:30,2018-07-27 23:02:12,IP Address,162.197.225.221,100,341,True,2018-07-27 23:02:12,R_1LkDjiOjNLSWfTs,,,,,34.028503417969,-118.31770324707,anonymous,EN,0.819,89.327,267.925,3,5,It was very interesting. I enjoyed it.,Beautiful,Rome,Gaius won the battle,No,9890552,Introduction:Control
2018-07-27 23:01:25,2018-07-27 23:02:14,IP Address,157.50.243.50,100,48,True,2018-07-27 23:02:14,R_1g7V8S5O6VAogFk,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,18.846,0,2,-99,Petrifying,Jerusalem,Gaius won the battle,Yes,5787183,Introduction:4.5Stars
2018-07-27 23:01:17,2018-07-27 23:02:20,IP Address,157.51.151.52,100,63,True,2018-07-27 23:02:20,R_1q323byZVICxw1T,,,,,13.083297729492,80.283294677734,anonymous,EN,0,0,35.453,0,4,-99,Beautiful,Rome,Gaius killed the historian,Yes,5759153,Introduction:Control
2018-07-27 23:00:19,2018-07-27 23:02:21,IP Address,98.173.154.197,100,122,True,2018-07-27 23:02:21,R_1YnZx6rclu8WRTb,,,,,33.270095825195,-117.28440093994,anonymous,EN,35.352,51.911,53.551,6,3,"interesting STORY ",Epic,Babylon,Gaius killed the historian,No,7663545,Introduction:1Star
2018-07-27 22:56:21,2018-07-27 23:02:24,IP Address,150.242.20.142,100,363,True,2018-07-27 23:02:25,R_1FQjkRxmrKc5Knn,,,,,8.5068969726562,76.956909179688,anonymous,EN,10.742,10.742,206.539,1,5,nice,Beautiful,Babylon,Gaius was killed,Yes,9750213,Introduction:4.5Stars
2018-07-27 22:59:32,2018-07-27 23:02:25,IP Address,67.161.120.113,100,173,True,2018-07-27 23:02:26,R_3EL2hSETf4Cnulb,,,,,47.715698242188,-122.30099487305,anonymous,EN,0,0,111.747,0,2,A clunky little fable,Beautiful,Rome,Gaius was killed,No,3050573,Introduction:4.5Stars
2018-07-27 22:57:32,2018-07-27 23:02:34,IP Address,98.160.178.88,100,302,True,2018-07-27 23:02:34,R_54t1p1Vt8D9cWf7,,,,,36.031204223633,-115.07389831543,anonymous,EN,215.43,215.43,228.467,1,4,"It was interesting, it got confusing to understand at the very end.",Beautiful,Rome,Gaius was killed,No,9471324,Introduction:Control
2018-07-27 22:56:08,2018-07-27 23:02:37,IP Address,103.66.79.67,100,389,True,2018-07-27 23:02:37,R_3m99t7RMdEQHbL1,,,,,10.992492675781,76.961395263672,anonymous,EN,92.347,150.697,151.436,2,4,the story for the  travel for the fight,Beautiful,Rome,Gaius traveled in time,Yes,7175647,Introduction:4.5Stars
2018-07-27 22:59:14,2018-07-27 23:02:56,IP Address,74.207.228.68,100,221,True,2018-07-27 23:02:56,R_25MxIeXBpW2K2AW,,,,,33.748992919922,-84.388000488281,anonymous,EN,10.869,11.867,21.317,2,4,it was very good story,Beautiful,Rome,Gaius won the battle,Yes,4965338,Introduction:1Star
2018-07-27 23:01:38,2018-07-27 23:02:56,IP Address,192.241.122.54,100,78,True,2018-07-27 23:02:56,R_3stggWtvzLoIApJ,,,,,30.267807006836,-97.742599487305,anonymous,EN,0,0,9.85,0,5,good,Beautiful,Alexandria,Gaius was killed,Yes,659715,Introduction:1Star
2018-07-27 22:59:09,2018-07-27 23:03:02,IP Address,76.119.40.128,100,233,True,2018-07-27 23:03:03,R_1hNoc2fUYB81ore,,,,,41.550704956055,-72.093597412109,anonymous,EN,0,0,163.566,0,4,"It's not my favorite topic but it was well written and held my interest. ",Beautiful,Rome,Gaius killed the historian,No,563602,Introduction:4.5Stars
2018-07-27 22:57:51,2018-07-27 23:03:02,IP Address,196.16.110.67,100,311,True,2018-07-27 23:03:03,R_2dm7tWVzWaOiFRm,,,,,34.054397583008,-118.2440032959,anonymous,EN,7.265,7.677,9.652,2,3,NICE,Menacing,Babylon,Gaius won the battle,Yes,2133820,Introduction:1Star
2018-07-27 23:00:33,2018-07-27 23:03:12,IP Address,61.2.32.112,100,159,True,2018-07-27 23:03:13,R_QgH7HCDpoA8FlIJ,,,,,8.0760955810547,77.548309326172,anonymous,EN,0,0,23.563,0,3,-99,Beautiful,Rome,Gaius won the battle,No,3308834,Introduction:Control
2018-07-27 22:56:13,2018-07-27 23:03:14,IP Address,206.189.220.162,100,421,True,2018-07-27 23:03:15,R_2qx7HTqqlCigEsC,,,,,37.35009765625,-121.98539733887,anonymous,EN,86.657,91.138,92.487,2,3,The story is somewhat interesting,Beautiful,Rome,Gaius was killed,No,7106424,Introduction:1Star
2018-07-27 23:02:46,2018-07-27 23:03:15,IP Address,210.16.84.110,100,29,True,2018-07-27 23:03:15,R_pDHMzHXvtah1re9,,,,,11.350006103516,77.733306884766,anonymous,EN,0,0,6.861,0,4,-99,Epic,Jerusalem,Gaius won the battle,Yes,496475,Introduction:1Star
